"Article","Views","Users","ViewsUser","ViewsΔ%"
"code-security/supply-chain-security/end-to-end-supply-chain","16794","14509","1.16","209825"
"copilot/managing-copilot/managing-github-copilot-in-your-organization/customizing-copilot-for-your-organization/indexing-repositories-for-copilot-chat","16793","11738","1.43",""
"organizations/managing-membership-in-your-organization","16790","14136","1.19","111833.33"
"admin/configuration/hardening-security-for-your-enterprise/configuring-tls","16788","9252","1.81",""
"rest/codespaces","16776","13405","1.25","128946.15"
"admin/managing-accounts-and-repositories/managing-users-in-your-enterprise/removing-a-member-from-your-enterprise","16754","12447","1.35",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/dependency-graph-supported-package-ecosystems","16738","13072","1.28",""
"contributing/writing-for-github-docs/creating-screenshots","16734","14423","1.16",""
"admin/identity-and-access-management/managing-iam-for-your-enterprise/username-considerations-for-external-authentication","16725","11616","1.44","34743.75"
"issues/organizing-your-work-with-project-boards/tracking-work-with-project-boards/adding-notes-to-a-project-board","16697","14483","1.15","75795.45"
"copilot/managing-copilot-business/managing-policies-for-copilot-business-in-your-organization","16661","12707","1.31",""
"desktop/contributing-and-collaborating-using-github-desktop/managing-commits/amending-a-commit-in-github-desktop","16623","13958","1.19",""
"code-security/codeql-cli/codeql-cli-manual/database-finalize","16619","15109","1.1",""
"copilot/managing-copilot/managing-copilot-as-an-individual-subscriber/canceling-copilot-as-an-individual-user","16615","13791","1.2",""
"billing/managing-billing-for-your-products/managing-billing-for-git-large-file-storage/viewing-your-git-large-file-storage-usage","16609","13152","1.26",""
"admin/identity-and-access-management/managing-iam-for-your-enterprise/about-authentication-for-your-enterprise","16583","10598","1.56","23590"
"rest/apps/marketplace","16578","13843","1.2","103512.5"
"codespaces/setting-your-user-preferences/configuring-automatic-deletion-of-your-codespaces","16577","13436","1.23",""
"admin/installing-your-enterprise-server/setting-up-a-github-enterprise-server-instance","16542","12303","1.34",""
"webhooks-and-events","16511","11578","1.43","20283.95"
"admin/monitoring-activity-in-your-enterprise/reviewing-audit-logs-for-your-enterprise/exporting-audit-log-activity-for-your-enterprise","16505","12374","1.33","58846.43"
"code-security/secret-scanning/protecting-pushes-with-secret-scanning","16499","10499","1.57","42205.13"
"code-security/getting-started/securing-your-organization","16496","12394","1.33","65884"
"apps/using-github-apps/approving-updated-permissions-for-a-github-app","16496","13870","1.19",""
"education/manage-coursework-with-github-classroom/teach-with-github-classroom/register-a-learning-management-system-with-github-classroom","16460","10433","1.58","126515.38"
"codespaces/troubleshooting/troubleshooting-gpg-verification-for-github-codespaces","16456","13711","1.2","274166.67"
"copilot/using-github-copilot/indexing-repositories-for-copilot-chat","16438","8712","1.89",""
"code-security/secret-scanning/secret-scanning-partnership-program/secret-scanning-partner-program","16433","12008","1.37",""
"actions/deployment/deploying-to-your-cloud-provider/deploying-to-azure/deploying-net-to-azure-app-service","16423","12427","1.32","78104.76"
"pull-requests/collaborating-with-pull-requests/reviewing-changes-in-pull-requests/finding-changed-methods-and-functions-in-a-pull-request","16398","14247","1.15","91000"
"education/manage-coursework-with-github-classroom/teach-with-github-classroom","16378","12237","1.34","125884.62"
"copilot/github-copilot-enterprise/copilot-chat-in-github/about-github-copilot-chat","16366","12391","1.32",""
"repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/troubleshooting-required-status-checks","16345","11632","1.41",""
"rest/users/ssh-signing-keys","16333","13021","1.25","116564.29"
"issues/tracking-your-work-with-issues/administering-issues/deleting-an-issue","16331","13663","1.2",""
"code-security/code-scanning/troubleshooting-sarif-uploads/ghas-required","16331","15262","1.07",""
"billing/managing-billing-for-your-github-account/about-billing-for-github-accounts","16316","11545","1.41","12076.12"
"rest/orgs/security-managers","16312","13556","1.2","101850"
"apps/maintaining-github-apps/installing-github-apps","16310","11896","1.37","7085.02"
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/exit-codes","16289","13567","1.2",""
"code-security/secret-scanning/managing-alerts-from-secret-scanning/about-alerts","16260","13603","1.2",""
"rest/guides/best-practices-for-using-the-rest-api","16252","11393","1.43",""
"admin/identity-and-access-management/using-saml-for-enterprise-iam/configuring-authentication-and-provisioning-for-your-enterprise-using-azure-ad","16214","9763","1.66","47588.24"
"code-security/securing-your-organization/enabling-security-features-in-your-organization/applying-the-github-recommended-security-configuration-in-your-organization","16207","12156","1.33",""
"communities/setting-up-your-project-for-healthy-contributions/encouraging-helpful-contributions-to-your-project-with-labels","16201","14375","1.13","404925"
"rest/repos/rule-suites","16184","13620","1.19",""
"code-security/security-advisories/working-with-repository-security-advisories/creating-a-repository-security-advisory","16159","12591","1.28",""
"apps/oauth-apps/using-oauth-apps","16144","14366","1.12","230528.57"
"codespaces/quickstart","16142","11717","1.38",""
"admin/installation","16115","10046","1.6","43454.05"
"apps/oauth-apps/building-oauth-apps/rate-limits-for-oauth-apps","16115","13968","1.15","100618.75"
"education/guides","16109","13951","1.15","402625"
"get-started/quickstart/about-github-and-git","16080","12078","1.33",""
"organizations/managing-organization-settings/managing-updates-from-accounts-your-organization-sponsors","16071","13250","1.21","94435.29"
"actions/using-github-hosted-runners/about-larger-runners/controlling-access-to-larger-runners","16060","12210","1.32",""
"apps/sharing-github-apps/registering-a-github-app-using-url-parameters","16040","12868","1.25",""
"admin/configuration/configuring-network-settings/network-ports","16032","10211","1.57","47052.94"
"migrations/using-github-enterprise-importer/migrating-repositories-with-github-enterprise-importer/migrating-repositories-from-bitbucket-server-to-github-enterprise-cloud","16012","9063","1.77","177811.11"
"migrations/using-ghe-migrator","15985","11721","1.36","319600"
"webhooks/testing-and-troubleshooting-webhooks/redelivering-webhooks","15977","13066","1.22",""
"rest/overview","15975","10727","1.49","61342.31"
"codespaces/setting-up-your-project-for-codespaces/setting-up-your-repository/setting-up-a-template-repository-for-github-codespaces","15893","13024","1.22","49565.63"
"admin/installing-your-enterprise-server/setting-up-a-github-enterprise-server-instance/installing-github-enterprise-server-on-vmware","15876","7999","1.98",""
"codespaces/customizing-your-codespace/renaming-a-codespace","15871","13674","1.16","198287.5"
"contributing/collaborating-on-github-docs/self-review-checklist","15867","12610","1.26",""
"actions/sharing-automations/creating-actions","15854","13098","1.21",""
"code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability","15850","11645","1.36","23208.82"
"admin/identity-and-access-management/provisioning-user-accounts-for-enterprise-managed-users/managing-team-memberships-with-identity-provider-groups","15844","10378","1.53",""
"account-and-profile/setting-up-and-managing-your-personal-account-on-github/managing-your-membership-in-organizations","15835","12922","1.23","158250"
"actions/using-workflows/avoiding-duplication","15835","11373","1.39",""
"admin/identity-and-access-management/understanding-iam-for-enterprises/about-saml-for-enterprise-iam","15818","13543","1.17",""
"code-security/security-advisories/working-with-repository-security-advisories/configuring-private-vulnerability-reporting-for-a-repository","15805","12522","1.26",""
"contributing/setting-up-your-environment-to-work-on-github-docs/troubleshooting-your-environment","15791","13096","1.21",""
"admin/installation/setting-up-a-github-enterprise-server-instance/setting-up-a-staging-instance","15769","10833","1.46","62976"
"education/explore-the-benefits-of-teaching-and-learning-with-github-education/github-education-for-teachers/about-github-education-for-teachers","15750","12476","1.26",""
"graphql/overview","15719","14247","1.1","523866.67"
"admin/monitoring-and-managing-your-instance/updating-the-virtual-machine-and-physical-resources/increasing-storage-capacity","15688","5759","2.72",""
"organizations/managing-organization-settings/creating-an-announcement-banner-for-your-organization","15684","12376","1.27","313580"
"issues/planning-and-tracking-with-projects/understanding-fields/about-single-select-fields","15664","13338","1.17","86922.22"
"rest/overview/openapi-description","15654","11930","1.31","25148.39"
"code-security/code-scanning/creating-an-advanced-setup-for-code-scanning/configuring-advanced-setup-for-code-scanning-with-codeql-at-scale","15645","13175","1.19",""
"admin/managing-accounts-and-repositories/managing-users-in-your-enterprise","15639","12183","1.28",""
"repositories/configuring-branches-and-merges-in-your-repository/defining-the-mergeability-of-pull-requests/managing-a-branch-protection-rule","15633","11562","1.35","1326.37"
"codespaces/developing-in-codespaces/working-collaboratively-in-a-codespace","15629","11671","1.34","36246.51"
"copilot/example-prompts-for-github-copilot-chat/refactoring-code/improving-code-readability-and-maintainability","15620","11663","1.34",""
"apps/creating-github-apps/registering-a-github-app/creating-a-custom-badge-for-your-github-app","15619","13715","1.14",""
"codespaces/developing-in-codespaces/opening-an-existing-codespace","15611","12484","1.25","24679.37"
"discussions/managing-discussions-for-your-community/creating-discussion-category-forms","15579","10870","1.43","111178.57"
"code-security/code-scanning/troubleshooting-sarif-uploads/missing-token","15565","14920","1.04",""
"code-security/codeql-cli/codeql-cli-manual/dataset-import","15564","14991","1.04","1556300"
"issues/planning-and-tracking-with-projects/managing-items-in-your-project","15556","12120","1.28","111014.29"
"actions/migrating-to-github-actions/using-github-actions-importer-to-automate-migrations/migrating-from-gitlab-with-github-actions-importer","15541","10808","1.44",""
"code-security/secret-scanning/troubleshooting-secret-scanning","15536","11929","1.3","172522.22"
"code-security/security-advisories/working-with-repository-security-advisories/publishing-a-repository-security-advisory","15518","13815","1.12",""
"admin/managing-accounts-and-repositories/managing-repositories-in-your-enterprise/accessing-user-owned-repositories-in-your-enterprise","15506","11991","1.29",""
"code-security/security-advisories/guidance-on-reporting-and-writing-information-about-vulnerabilities/about-coordinated-disclosure-of-security-vulnerabilities","15498","13436","1.15",""
"actions/migrating-to-github-actions/manual-migrations/migrating-from-jenkins-to-github-actions","15497","9823","1.58","12707.44"
"rest/using-the-rest-api/timezones-and-the-rest-api","15477","12773","1.21",""
"repositories/managing-your-repositorys-settings-and-features/enabling-features-for-your-repository/disabling-projects-in-a-repository","15470","13567","1.14",""
"code-security/codeql-cli/codeql-cli-manual/dataset-check","15451","14677","1.05","1545000"
"account-and-profile/setting-up-and-managing-your-personal-account-on-github/managing-email-preferences/managing-marketing-emails-from-github","15417","12964","1.19","220142.86"
"rest/enterprise-admin/users","15407","7709","2","90529.41"
"billing/managing-billing-for-github-copilot/managing-your-github-copilot-enterprise-subscription","15399","11845","1.3",""
"copilot/managing-copilot/managing-copilot-as-an-individual-subscriber/extending-the-capabilities-of-github-copilot-in-your-personal-account","15366","13070","1.18",""
"actions/managing-issues-and-pull-requests/scheduling-issue-creation","15366","11435","1.34","73071.43"
"rest/guides/best-practices-for-integrators","15348","10124","1.52","27307.14"
"sponsors/receiving-sponsorships-through-github-sponsors/using-a-fiscal-host-to-receive-github-sponsors-payouts","15348","12006","1.28","90182.35"
"account-and-profile/setting-up-and-managing-your-personal-account-on-github/managing-user-account-settings/permission-levels-for-a-project-board-owned-by-a-personal-account","15313","12448","1.23",""
"code-security/codeql-cli/codeql-cli-manual/database-init","15312","13140","1.17","1531100"
"rest/projects/columns","15312","10665","1.44","80489.47"
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/running-codeql-queries","15299","11071","1.38",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/publishing-and-using-codeql-packs","15294","11828","1.29",""
"codespaces/developing-in-codespaces/getting-started-with-github-codespaces-for-machine-learning","15293","9863","1.55","20849.32"
"education/manage-coursework-with-github-classroom/get-started-with-github-classroom","15287","11957","1.28","89823.53"
"admin/configuring-settings","15246","13121","1.16",""
"organizations/migrating-to-improved-organization-permissions/converting-an-admin-team-to-improved-organization-permissions","15246","14349","1.06","762200"
"code-security/codeql-cli/codeql-cli-manual/generate-log-summary","15242","14579","1.05",""
"apps/creating-github-apps/registering-a-github-app","15239","13015","1.17",""
"admin/installation/setting-up-a-github-enterprise-server-instance/installing-github-enterprise-server-on-azure","15229","8051","1.89","50663.33"
"admin/code-security/managing-github-advanced-security-for-your-enterprise/managing-github-advanced-security-features-for-your-enterprise","15229","11528","1.32","253716.67"
"issues/organizing-your-work-with-project-boards/managing-project-boards/configuring-automation-for-project-boards","15209","12122","1.25","50596.67"
"admin/policies/enforcing-policies-for-your-enterprise/enforcing-policies-for-code-security-and-analysis-for-your-enterprise","15199","10983","1.38","217028.57"
"organizations/managing-user-access-to-your-organizations-repositories/managing-outside-collaborators/canceling-an-invitation-to-become-an-outside-collaborator-in-your-organization","15195","14064","1.08",""
"organizations/organizing-members-into-teams/requesting-to-add-or-change-a-parent-team","15179","13019","1.17","151690"
"authentication/authenticating-with-a-passkey","15137","13071","1.16",""
"copilot/managing-copilot-for-business/enabling-and-setting-up-github-copilot-for-business","15135","10767","1.41",""
"issues/tracking-your-work-with-issues/configuring-issues/managing-issue-types-in-an-organization","15116","11217","1.35",""
"code-security/code-scanning/managing-your-code-scanning-configuration/python-built-in-queries","15092","13056","1.16",""
"copilot/github-copilot-enterprise/overview/enabling-github-copilot-enterprise-features","15061","11162","1.35",""
"actions/managing-workflow-runs/approving-workflow-runs-from-private-forks","15047","12630","1.19","60088"
"code-security/codeql-cli/codeql-cli-manual/test-extract","15015","13976","1.07","750650"
"code-security/code-scanning/managing-your-code-scanning-configuration/csharp-built-in-queries","15000","12470","1.2",""
"code-security/security-advisories/working-with-global-security-advisories-from-the-github-advisory-database/about-global-security-advisories","14998","13724","1.09",""
"organizations/managing-peoples-access-to-your-organization-with-roles/removing-a-billing-manager-from-your-organization","14997","13681","1.1","374825"
"code-security/codeql-cli/codeql-cli-manual/database-upgrade","14988","14484","1.03","749300"
"billing/managing-billing-for-github-advanced-security/viewing-committer-information-for-github-advanced-security","14984","13555","1.11",""
"code-security/codeql-cli/codeql-cli-manual/dataset-cleanup","14983","14373","1.04",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/creating-and-working-with-codeql-packs","14966","9859","1.52",""
"codespaces/setting-your-user-preferences/setting-your-default-region-for-github-codespaces","14965","12464","1.2",""
"account-and-profile/setting-up-and-managing-your-personal-account-on-github/managing-user-account-settings/managing-access-to-your-personal-accounts-project-boards","14951","12022","1.24",""
"admin/user-management/managing-organizations-in-your-enterprise/adding-organizations-to-your-enterprise","14887","9397","1.58","13191.96"
"codespaces/developing-in-codespaces/creating-a-codespace-from-a-template","14878","10957","1.36","26001.75"
"migrations/using-github-enterprise-importer/completing-your-migration-with-github-enterprise-importer/accessing-your-migration-logs-for-github-enterprise-importer","14849","9670","1.54","164888.89"
"issues/managing-your-tasks-with-tasklists/using-projects-and-tasklists","14830","12239","1.21",""
"issues/planning-and-tracking-with-projects/viewing-insights-from-your-project/configuring-charts","14816","12469","1.19","134590.91"
"github-cli/github-cli","14797","13433","1.1","739750"
"desktop/contributing-and-collaborating-using-github-desktop/managing-commits/cherry-picking-a-commit","14797","12187","1.21","3544.58"
"desktop/contributing-and-collaborating-using-github-desktop/working-with-your-remote-repository-on-github-or-github-enterprise/viewing-a-pull-request-in-github-desktop","14785","12054","1.23","14834.34"
"rest/interactions/orgs","14769","13357","1.11","122975"
"education/explore-the-benefits-of-teaching-and-learning-with-github-education/github-education-for-students","14753","13045","1.13",""
"copilot/responsible-use-of-github-copilot-features/responsible-use-of-github-copilot-code-review","14738","12018","1.23",""
"rest/authentication","14737","13394","1.1",""
"code-security/security-advisories/global-security-advisories/browsing-security-advisories-in-the-github-advisory-database","14722","9997","1.47","17637.35"
"organizations/managing-organization-settings/managing-discussion-creation-for-repositories-in-your-organization","14687","13008","1.13","163088.89"
"codespaces/about-codespaces/what-are-codespaces","14639","11779","1.24",""
"code-security/codeql-cli/codeql-cli-manual/execute-upgrades","14612","14092","1.04",""
"admin/configuration/configuring-github-connect/managing-github-connect","14606","9764","1.5","56076.92"
"sponsors/sponsoring-open-source-contributors/sponsoring-an-open-source-contributor","14602","10954","1.33","10330"
"rest/enterprise-admin/manage-ghes","14587","9236","1.58",""
"codespaces/managing-codespaces-for-your-organization/managing-secrets-for-your-repository-and-organization-for-github-codespaces","14585","11449","1.27",""
"admin/overview/about-github-ae","14582","9645","1.51","58228"
"code-security/codeql-cli/codeql-cli-manual/diagnostic-export","14581","13988","1.04",""
"code-security/codeql-cli/codeql-cli-manual/query-format","14570","13956","1.04",""
"code-security/codeql-cli/codeql-cli-manual/execute-query-server2","14549","14067","1.03",""
"migrations/using-github-enterprise-importer/understanding-github-enterprise-importer","14548","11874","1.23","242366.67"
"code-security/codeql-cli/codeql-cli-manual/bqrs-decode","14533","12923","1.12","726550"
"code-security/secret-scanning/enabling-secret-scanning-features/enabling-secret-scanning-for-your-repository","14513","11275","1.29",""
"code-security/codeql-cli/codeql-cli-manual/pack-upgrade","14505","14086","1.03",""
"education/manage-coursework-with-github-classroom/teach-with-github-classroom/create-an-assignment-from-a-template-repository","14500","11872","1.22","68947.62"
"admin/overview/about-the-github-enterprise-api","14494","11738","1.23","62917.39"
"contributing/writing-for-github-docs","14493","11389","1.27",""
"actions/managing-workflow-runs-and-deployments/managing-deployments/configuring-custom-deployment-protection-rules","14478","10845","1.33",""
"code-security/codeql-cli/codeql-cli-manual/pack-add","14476","13872","1.04",""
"support/contacting-github-support/providing-data-to-github-support","14466","8229","1.76","103228.57"
"admin/github-actions/managing-access-to-actions-from-githubcom/setting-up-the-tool-cache-on-self-hosted-runners-without-internet-access","14462","9099","1.59","37957.89"
"organizations/collaborating-with-groups-in-organizations/viewing-usage-metrics-for-github-actions","14434","10564","1.37",""
"code-security/codeql-cli/codeql-cli-manual/dataset-upgrade","14404","13917","1.03","1440300"
"actions/migrating-to-github-actions/manually-migrating-to-github-actions/migrating-from-travis-ci-to-github-actions","14397","12324","1.17",""
"sponsors/receiving-sponsorships-through-github-sponsors/managing-your-payouts-from-github-sponsors","14393","10532","1.37","55257.69"
"code-security/code-scanning/creating-an-advanced-setup-for-code-scanning/recommended-hardware-resources-for-running-codeql","14369","10989","1.31",""
"copilot/using-github-copilot/copilot-chat/getting-started-with-prompts-for-copilot-chat","14361","10465","1.37",""
"code-security/codeql-cli/getting-started-with-the-codeql-cli/uploading-codeql-analysis-results-to-github","14344","10507","1.37",""
"contributing/writing-for-github-docs/content-design-principles","14330","11744","1.22",""
"admin/monitoring-activity-in-your-enterprise","14322","12662","1.13","110069.23"
"code-security/code-scanning/troubleshooting-sarif-uploads","14302","12201","1.17",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/using-custom-queries-with-the-codeql-cli","14235","11269","1.26",""
"organizations/managing-peoples-access-to-your-organization-with-roles/managing-custom-organization-roles","14208","10232","1.39",""
"actions/hosting-your-own-runners/adding-self-hosted-runners","14206","8053","1.76","2295.62"
"admin/managing-iam/iam-configuration-reference/saml-configuration-reference","14204","9446","1.5",""
"admin/identity-and-access-management/understanding-iam-for-enterprises/abilities-and-restrictions-of-managed-user-accounts","14193","9087","1.56",""
"admin/managing-github-actions-for-your-enterprise/getting-started-with-github-actions-for-your-enterprise/getting-started-with-self-hosted-runners-for-your-enterprise","14189","10460","1.36",""
"code-security/codeql-cli/codeql-cli-manual/database-cleanup","14175","12570","1.13",""
"copilot/using-github-copilot/guides-on-using-github-copilot/getting-started-with-prompts-for-copilot-chat","14120","10480","1.35",""
"code-security/codeql-cli/codeql-cli-manual/pack-install","14078","12807","1.1",""
"code-security/security-overview/viewing-security-insights","14043","11700","1.2",""
"actions/use-cases-and-examples/deploying/deploying-nodejs-to-azure-app-service","14035","11114","1.26",""
"desktop/installing-and-configuring-github-desktop/installing-and-authenticating-to-github-desktop/updating-github-desktop","14032","11694","1.2","14827.66"
"copilot/managing-copilot/managing-copilot-as-an-individual-subscriber/managing-your-copilot-subscription/modifying-your-copilot-subscription-as-an-individual-user","14020","12190","1.15",""
"actions/monitoring-and-troubleshooting-workflows/monitoring-workflows/viewing-job-execution-time","13993","12073","1.16",""
"code-security/codeql-cli/codeql-cli-manual/bqrs-hash","13985","13697","1.02","1398400"
"repositories/working-with-files/using-files","13981","12267","1.14","279520"
"early-access/copilot/copilot-usage-api","13952","5311","2.63",""
"actions/deployment/deploying-to-your-cloud-provider/deploying-to-azure/deploying-python-to-azure-app-service","13914","10831","1.28","106930.77"
"get-started/writing-on-github/working-with-saved-replies","13913","10848","1.28","81741.18"
"admin/identity-and-access-management/using-saml-for-enterprise-iam/configuring-user-provisioning-with-scim-for-your-enterprise","13883","7918","1.75","53296.15"
"actions/writing-workflows/choosing-what-your-workflow-does/using-a-matrix-for-your-jobs","13873","9032","1.54",""
"admin/identity-and-access-management/using-enterprise-managed-users-for-iam/configuring-scim-provisioning-for-enterprise-managed-users","13872","7257","1.91","23411.86"
"code-security/codeql-cli/codeql-cli-manual/pack-ls","13871","13630","1.02","1387000"
"desktop/contributing-and-collaborating-using-github-desktop/working-with-your-remote-repository-on-github-or-github-enterprise/creating-an-issue-or-pull-request","13857","11489","1.21","3390.43"
"codespaces/managing-your-codespaces","13852","12513","1.11","461633.33"
"contributing/setting-up-your-environment-to-work-on-github-docs/working-on-github-docs-in-a-codespace","13825","11497","1.2",""
"webhooks/using-webhooks/handling-failed-webhook-deliveries","13816","11164","1.24",""
"admin/monitoring-activity-in-your-enterprise/exploring-user-activity-in-your-enterprise/managing-global-webhooks","13753","11742","1.17",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/sarif-output","13751","10238","1.34",""
"code-security/codeql-cli/codeql-cli-manual/resolve-extensions","13732","13202","1.04","171550"
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/configuring-code-scanning-for-your-appliance","13694","10277","1.33",""
"code-security/codeql-cli/codeql-cli-manual/test-run","13689","12731","1.08","342125"
"actions/using-containerized-services","13673","10429","1.31","85356.25"
"migrations/using-github-enterprise-importer/migrating-from-azure-devops-to-github-enterprise-cloud/managing-access-for-a-migration-from-azure-devops","13659","7869","1.74",""
"migrations/using-github-enterprise-importer/migrating-repositories-with-github-enterprise-importer/migrating-repositories-from-github-enterprise-server-to-github-enterprise-cloud","13637","6655","2.05","59191.3"
"actions/use-cases-and-examples/publishing-packages/publishing-java-packages-with-gradle","13604","9649","1.41",""
"actions/security-for-github-actions/security-guides/using-githubs-security-features-to-secure-your-use-of-github-actions","13588","10959","1.24",""
"organizations/managing-saml-single-sign-on-for-your-organization","13588","9963","1.36","75388.89"
"code-security/code-scanning/integrating-with-code-scanning","13552","11510","1.18","123100"
"copilot/building-copilot-extensions/building-a-copilot-agent-for-your-copilot-extension/configuring-your-copilot-agent-to-communicate-with-github","13546","8615","1.57",""
"desktop/installing-and-authenticating-to-github-desktop","13515","11688","1.16",""
"search-github/getting-started-with-searching-on-github","13506","11297","1.2","450100"
"code-security/codeql-cli/codeql-cli-manual/resolve-upgrades","13484","13103","1.03","224633.33"
"organizations/managing-organization-settings/converting-an-organization-into-a-user","13465","12154","1.11","673150"
"code-security/codeql-cli/codeql-cli-manual/database-unbundle","13426","13155","1.02","1342500"
"pull-requests/collaborating-with-pull-requests/getting-started","13423","10427","1.29","58260.87"
"codespaces/developing-in-codespaces/stopping-and-starting-a-codespace","13377","10623","1.26","35102.63"
"code-security/dependabot/dependabot-version-updates/controlling-dependencies-updated","13351","9047","1.48",""
"actions/migrating-to-github-actions/using-github-actions-importer-to-automate-migrations/migrating-from-azure-devops-with-github-actions-importer","13326","8533","1.56",""
"actions/migrating-to-github-actions/using-github-actions-importer-to-automate-migrations/migrating-from-jenkins-with-github-actions-importer","13317","9266","1.44",""
"authentication/troubleshooting-ssh/error-ssh-add-illegal-option----k","13315","10414","1.28","19197.1"
"rest/codespaces/secrets","13312","11709","1.14","166300"
"actions/sharing-automations/creating-actions/releasing-and-maintaining-actions","13305","10602","1.25",""
"code-security/codeql-cli/using-the-advanced-functionality-of-the-codeql-cli/advanced-setup-of-the-codeql-cli","13291","9828","1.35",""
"organizations/managing-access-to-your-organizations-project-boards/managing-team-access-to-an-organization-project-board","13290","11863","1.12","147566.67"
"admin/managing-iam","13284","11311","1.17",""
"admin/managing-your-enterprise-account/deleting-an-enterprise-account","13278","10078","1.32",""
"code-security/codeql-cli/codeql-cli-manual/database-interpret-results","13264","12120","1.09","442033.33"
"code-security/code-scanning/troubleshooting-code-scanning/analysis-takes-too-long","13258","11425","1.16",""
"admin/github-actions/managing-access-to-actions-from-githubcom","13221","6526","2.03","39963.64"
"code-security/codeql-cli/codeql-cli-manual/github-merge-results","13202","12989","1.02",""
"sponsors/guides","13185","12144","1.09","329525"
"rest/security-advisories","13174","11245","1.17",""
"rest/repos/lfs","13174","10256","1.28","46950"
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors","13160","8880","1.48","18972.46"
"contributing/setting-up-your-environment-to-work-on-github-docs","13149","10646","1.24",""
"admin/managing-accounts-and-repositories/managing-users-in-your-enterprise/managing-organization-members-in-your-enterprise","13140","10681","1.23",""
"organizations/managing-access-to-your-organizations-project-boards/managing-an-individuals-access-to-an-organization-project-board","13140","11613","1.13","145900"
"code-security/codeql-cli/codeql-cli-manual/database-import","13115","12261","1.07",""
"admin/administering-your-instance/administering-your-instance-from-the-web-ui/accessing-the-management-console","13115","9777","1.34",""
"admin/github-actions/managing-access-to-actions-from-githubcom/enabling-automatic-access-to-githubcom-actions-using-github-connect","13110","8470","1.55","42190.32"
"actions/use-cases-and-examples/deploying/deploying-to-azure-static-web-app","13084","9952","1.31",""
"code-security/code-scanning/troubleshooting-sarif-uploads/sarif-invalid","13076","12188","1.07",""
"issues/tracking-your-work-with-issues/administering-issues/transferring-an-issue-to-another-repository","13075","10405","1.26",""
"admin/identity-and-access-management/using-saml-for-enterprise-iam/troubleshooting-saml-authentication","13063","9283","1.41","65215"
"rest/teams/external-groups","13052","7669","1.7","217433.33"
"billing/using-the-new-billing-platform/getting-started-with-the-new-billing-platform","13029","10210","1.28",""
"billing/managing-billing-for-your-products/managing-billing-for-github-sponsors/about-billing-for-github-sponsors","13003","12215","1.06",""
"code-security/codeql-for-vs-code/getting-started-with-codeql-for-vs-code/installing-codeql-for-vs-code","12990","9830","1.32",""
"admin/administering-your-instance/administering-your-instance-from-the-web-ui","12986","9618","1.35",""
"admin/policies/enforcing-policies-for-your-enterprise/about-enterprise-policies","12978","9487","1.37","81012.5"
"billing/managing-licenses-for-visual-studio-subscriptions-with-github-enterprise/setting-up-visual-studio-subscriptions-with-github-enterprise","12968","8990","1.44","129580"
"issues/organizing-your-work-with-project-boards/managing-project-boards/editing-a-project-board","12966","11535","1.12","58836.36"
"admin/copilot-business-only/about-enterprise-accounts-for-copilot-business","12958","8866","1.46",""
"rest/guides/scripting-with-the-rest-api-and-ruby","12949","10742","1.21",""
"desktop/contributing-and-collaborating-using-github-desktop/making-changes-in-a-branch/pushing-changes-to-github","12939","10661","1.21","3435.25"
"code-security/codeql-cli/codeql-cli-manual/execute-queries","12923","12135","1.06",""
"issues/tracking-your-work-with-issues/pinning-an-issue-to-your-repository","12887","11091","1.16","80443.75"
"admin/monitoring-activity-in-your-enterprise/exploring-user-activity-in-your-enterprise","12879","11299","1.14",""
"code-security/security-advisories/working-with-global-security-advisories-from-the-github-advisory-database","12848","11631","1.1",""
"copilot/managing-copilot/managing-github-copilot-in-your-organization/managing-github-copilot-features-in-your-organization/about-content-exclusions-for-github-copilot","12841","8967","1.43",""
"education/manage-coursework-with-github-classroom/teach-with-github-classroom/create-a-group-assignment","12836","10174","1.26","116590.91"
"admin/identity-and-access-management/using-enterprise-managed-users-for-iam/managing-team-memberships-with-identity-provider-groups","12832","8076","1.59","29063.64"
"code-security/codeql-cli/codeql-cli-manual/bqrs-interpret","12792","11831","1.08","1279100"
"desktop/installing-and-configuring-github-desktop/overview/github-desktop-keyboard-shortcuts","12781","9828","1.3",""
"actions/deployment/deploying-xcode-applications","12780","9562","1.34","255500"
"billing/managing-the-plan-for-your-github-account/viewing-and-managing-pending-changes-to-your-plan","12777","11197","1.14",""
"organizations/managing-user-access-to-your-organizations-repositories/managing-an-individuals-access-to-an-organization-repository","12768","10560","1.21","12928.57"
"actions/security-guides/using-artifact-attestations-to-establish-provenance-for-builds","12762","8457","1.51",""
