"Article","Views","Users","ViewsUser","ViewsΔ%"
"code-security/codeql-cli/using-the-codeql-cli/testing-custom-queries","1780","1174","1.52",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise/configuring-dependabot-to-work-with-limited-internet-access","1768","1411","1.25",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise/about-supply-chain-security-for-your-enterprise","1758","1605","1.1",""
"billing/managing-billing-for-your-products/managing-billing-for-github-advanced-security/managing-your-github-advanced-security-licensing","1735","1337","1.3",""
"code-security/securing-your-organization/fixing-security-alerts-at-scale","1733","1717","1.01",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/generic-secret-detection/about-the-detection-of-generic-secrets-with-secret-scanning","1704","1402","1.22",""
"code-security/codeql-cli/using-the-codeql-cli/publishing-and-using-codeql-packs","1694","992","1.71",""
"copilot/example-prompts-for-github-copilot-chat/security-analysis/finding-existing-vulnerabilities-in-code","1688","1409","1.2",""
"code-security/security-advisories/repository-security-advisories/editing-a-repository-security-advisory","1677","1299","1.29",""
"code-security/codeql-cli/using-the-codeql-cli/creating-and-working-with-codeql-packs","1677","1013","1.66",""
"code-security/securing-your-organization/managing-the-security-of-your-organization","1669","1537","1.09",""
"admin/code-security","1651","1470","1.12",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise/enabling-the-dependency-graph-for-your-enterprise","1637","1228","1.33",""
"admin/code-security/managing-github-advanced-security-for-your-enterprise/configuring-dependency-review-for-your-appliance","1631","1384","1.18",""
"actions/security-guides/using-artifact-attestations-and-reusable-workflows-to-achieve-slsa-v1-build-level-3","1630","1357","1.2",""
"admin/user-management/managing-users-in-your-enterprise/best-practices-for-user-security","1618","1148","1.41",""
"code-security/security-advisories/repository-security-advisories/adding-a-collaborator-to-a-repository-security-advisory","1607","1295","1.24",""
"actions/security-guides/enforcing-artifact-attestations-with-a-kubernetes-admission-controller","1583","1203","1.32",""
"code-security/security-advisories/repository-security-advisories","1556","1143","1.36",""
"admin/configuring-settings/hardening-security-for-your-enterprise/configuring-host-keys-for-your-instance","1554","1341","1.16",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/troubleshooting-your-default-setup-for-codeql","1512","1010","1.5",""
"code-security/dependabot/troubleshooting-dependabot/troubleshooting-dependabot-errors","1489","1262","1.18",""
"code-security/codeql-cli/codeql-cli-reference/exit-codes","1480","1172","1.26",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise/viewing-the-vulnerability-data-for-your-enterprise","1446","1240","1.17",""
"code-security/security-overview/viewing-metrics-for-secret-scanning-push-protection","1386","1177","1.18",""
"billing/managing-billing-for-your-products/managing-billing-for-github-advanced-security","1379","1227","1.12",""
"admin/configuration/hardening-security-for-your-enterprise/configuring-the-referrer-policy-for-your-enterprise","1374","1174","1.17",""
"code-security/security-overview/viewing-metrics-for-pull-request-alerts","1353","1202","1.13",""
"code-security/securing-your-organization/meeting-your-specific-security-needs-with-custom-security-configurations","1346","1305","1.03",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns/about-generating-regular-expressions-with-ai","1338","1188","1.13",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features","1337","1215","1.1",""
"code-security/security-overview/reviewing-requests-to-bypass-push-protection","1315","1219","1.08",""
"admin/managing-code-security/managing-github-advanced-security-for-your-enterprise/configuring-dependency-review-for-your-appliance","1284","1119","1.15",""
"actions/security-for-github-actions/using-artifact-attestations","1279","1138","1.12",""
"code-security/security-advisories/repository-security-advisories/permission-levels-for-repository-security-advisories","1270","1023","1.24",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/non-provider-patterns/enabling-secret-scanning-for-non-provider-patterns","1260","994","1.27",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/codeql-code-scanning-for-compiled-languages","1259","736","1.71",""
"billing/managing-billing-for-your-products/managing-billing-for-github-advanced-security/signing-up-for-github-advanced-security","1247","1020","1.22",""
"admin/configuring-settings/hardening-security-for-your-enterprise/configuring-the-referrer-policy-for-your-enterprise","1217","1077","1.13",""
"code-security/security-advisories/repository-security-advisories/withdrawing-a-repository-security-advisory","1132","838","1.35",""
"code-security/codeql-cli/using-the-codeql-cli/specifying-command-options-in-a-codeql-configuration-file","1080","695","1.55",""
"code-security/securing-your-organization/troubleshooting-security-configurations/a-repository-has-an-existing-advanced-setup-for-code-scanning","1075","972","1.11",""
"code-security/code-scanning/troubleshooting-code-scanning/logs-are-not-detailed-enough","1066","820","1.3",""
"code-security/security-advisories/repository-security-advisories/removing-a-collaborator-from-a-repository-security-advisory","1014","825","1.23",""
"code-security/secret-scanning/copilot-secret-scanning/responsible-ai-regex-generator","966","898","1.08",""
"code-security/code-scanning/troubleshooting-code-scanning/a-particular-language-is-causing-default-setup-to-fail","936","754","1.24",""
"code-security/code-scanning/troubleshooting-code-scanning/codeql-scanned-fewer-lines-than-expected","925","768","1.2",""
"admin/managing-code-security/managing-supply-chain-security-for-your-enterprise","914","876","1.04",""
"code-security/security-advisories/repository-security-advisories/evaluating-the-security-settings-of-a-repository","901","732","1.23",""
"code-security/secret-scanning/enabling-secret-scanning-features/enabling-validity-checks-for-your-repository","891","724","1.23",""
"code-security/dependabot/dependabot-version-updates/controlling-dependencies-updated","872","700","1.25",""
"code-security/codeql-cli/codeql-cli-reference","857","516","1.66",""
"code-security/security-advisories/guidance-on-reporting-and-writing","824","651","1.27",""
"code-security/security-advisories/working-with-repository-security-advisories/withdrawing-a-repository-security-advisory","813","671","1.21",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/generic-secret-detection/enabling-ai-powered-generic-secret-detection","810","640","1.27",""
"code-security/code-scanning/troubleshooting-code-scanning/alerts-found-in-generated-code","782","694","1.13",""
"code-security/code-scanning/troubleshooting-code-scanning/results-differ-between-platforms","745","687","1.08",""
"code-security/dependabot/dependabot-alert-rules/customizing-alert-rules-to-prioritize-dependabot-alerts","713","528","1.35",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns/managing-custom-patterns","701","603","1.16",""
"code-security/dependabot/dependabot-version-updates/customizing-dependabot-prs","699","595","1.17",""
"code-security/dependabot/troubleshooting-dependabot/troubleshooting-dependabot-on-github-actions","699","684","1.02",""
"code-security/supply-chain-security/understanding-your-software-supply-chain/configuring-the-dependency-review-action","692","543","1.27",""
"code-security/codeql-cli/codeql-cli-reference/about-codeql-workspaces","687","463","1.48",""
"code-security/codeql-cli/codeql-cli-reference/query-reference-files","651","477","1.36",""
"code-security/securing-your-organization/enabling-security-features-in-your-organization/giving-org-access-private-registries","643","593","1.08",""
"code-security/securing-your-organization/enabling-security-features-in-your-organization/applying-a-custom-security-configuration","641","566","1.13",""
"code-security/dependabot/troubleshooting-dependabot/troubleshooting-the-detection-of-vulnerable-dependencies","640","633","1.01",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns/metrics-for-custom-patterns","622","548","1.14",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns","618","559","1.11",""
"code-security/codeql-cli/using-the-codeql-cli/testing-query-help-files","585","399","1.47",""
"code-security/code-scanning/automatically-scanning-your-code-for-vulnerabilities-and-errors/configuring-advanced-setup-for-code-scanning-with-codeql-at-scale","584","463","1.26",""
"admin/code-security/managing-supply-chain-security-for-your-enterprise","583","513","1.14",""
"code-security/dependabot/dependabot-alert-rules/using-github-curated-alert-rules-to-prioritize-dependabot-alerts","582","459","1.27",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns/generating-regular-expressions-for-custom-patterns-with-ai","569","516","1.1",""
"code-security/code-scanning/troubleshooting-code-scanning/results-are-different-than-expected","565","509","1.11",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/delegated-bypass-for-push-protection","562","494","1.14",""
"code-security/dependabot/dependabot-security-updates/customizing-dependabot-security-prs","558","529","1.05",""
"code-security/code-scanning/troubleshooting-code-scanning/unclear-what-triggered-a-workflow-run","540","502","1.08",""
"code-security/dependabot/troubleshooting-dependabot/dependabot-updates-stopped","539","496","1.09",""
"code-security/dependabot/maintain-dependencies/managing-dependabot-on-self-hosted-runners","530","481","1.1",""
"code-security/code-scanning/managing-code-scanning-alerts/fixing-alerts-in-security-campaign","526","466","1.13",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/generic-secret-detection","483","455","1.06",""
"code-security/securing-your-organization/managing-the-security-of-your-organization/finding-repositories-with-attachment-failures","477","452","1.06",""
"code-security/dependabot/dependabot-version-updates/optimizing-pr-creation-version-updates","450","355","1.27",""
"code-security/code-scanning/troubleshooting-sarif","433","345","1.26",""
"code-security/secret-scanning/copilot-secret-scanning/generating-regular-expressions-for-custom-patterns-with-ai","411","367","1.12",""
"code-security/dependabot/troubleshooting-dependabot","406","397","1.02",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/non-provider-patterns","399","352","1.13",""
"code-security/code-scanning/troubleshooting-code-scanning/some-languages-were-not-analyzed","397","332","1.2",""
"actions/security-guides/verifying-attestations-offline","381","339","1.12",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/generic-secret-detection/responsible-ai-generic-secrets","358","300","1.19",""
"code-security/code-scanning/troubleshooting-code-scanning/default-setup-fails-with-a-language","349","292","1.2",""
"code-security/dependabot/maintain-dependencies","323","318","1.02",""
"code-security/dependabot/dependabot-alert-rules/managing-automatically-dismissed-alerts","310","278","1.12",""
"admin/managing-code-security/securing-your-enterprise/about-security-configurations","308","262","1.18",""
"code-security/code-scanning/troubleshooting-sarif/default-setup-enabled","266","240","1.11",""
"code-security/secret-scanning/copilot-secret-scanning/generating-regular-expressions-for-custom-patterns-with-copilot-secret-scanning","253","223","1.13",""
"code-security/code-scanning/troubleshooting-sarif/ghas-required","245","224","1.09",""
"code-security/code-scanning/troubleshooting-sarif/file-too-large","241","212","1.14",""
"copilot/example-prompts-for-github-copilot-chat/security-analysis","237","229","1.03",""
"code-security/dependabot/maintain-dependencies/removing-dependabot-access-to-public-registries","237","220","1.08",""
"code-security/dependabot/troubleshooting-dependabot/viewing-dependabot-job-logs","230","211","1.09",""
"code-security/code-scanning/troubleshooting-sarif/missing-token","221","204","1.08",""
"code-security/dependabot/troubleshooting-dependabot/listing-dependencies-configured-for-version-updates","220","216","1.02",""
"code-security/secret-scanning/using-advanced-secret-scanning-and-push-protection-features/custom-patterns/responsible-use-ai-regex-generator","218","192","1.14",""
"code-security/security-overview/filtering-alerts-in-the-security-overview","217","122","1.78",""
"code-security/code-scanning/troubleshooting-sarif/results-exceed-limit","204","167","1.22",""
"code-security/security-overview/viewing-the-security-overview","202","105","1.92",""
"code-security/code-scanning/troubleshooting-sarif/sarif-invalid","182","169","1.08",""
"admin/managing-code-security/securing-your-enterprise","117","105","1.11",""
"admin/managing-code-security/securing-your-enterprise/applying-the-github-recommended-security-configuration-to-your-enterprise","117","100","1.17",""
"code-security/dependabot/dependabot-alert-rules","112","83","1.35",""
"admin/managing-code-security/securing-your-enterprise/creating-a-custom-security-configuration-for-your-enterprise","92","85","1.08",""
"admin/managing-code-security/securing-your-enterprise/configuring-additional-secret-scanning-settings-for-your-enterprise","74","62","1.19",""
"admin/managing-code-security/securing-your-enterprise/applying-a-custom-security-configuration-to-your-enterprise","61","58","1.05",""
"admin/managing-code-security/securing-your-enterprise/editing-a-custom-security-configuration","61","60","1.02",""
"code-security/securing-your-organization/troubleshooting-security-configurations/feature-disappears","59","59","1",""
"admin/managing-code-security/securing-your-enterprise/deleting-a-custom-security-configuration","58","55","1.05",""
